区县,店铺名称,GCJ02_经度,GCJ02_纬度,WGS84_经度,WGS84_纬度,地址,联系电话,评分,人均消费（元）,商圈,营业时间
中原区,董记手工凉皮(万科城水云苑店),113.501537,34.81093,113.501537,34.81093,杜兰街与紫楠路交叉口东北角50米,13526551325,4.2,7,暂无,8：00——22：00
中原区,眼镜炒鸡(万龙住宅小区店),113.58751,34.748253,113.58751,34.748253,万龙住宅小区西北门南60米,15517519867,4.2,31,暂无,8：00——22：00
中原区,坤源烩面馆(电缆厂家属院170号院店),113.606229,34.74251,113.606229,34.74251,伊河路102号7号,暂无,4.2,37,暂无,8：00——22：00
中原区,海芙利忒·希腊酸奶(公园里店),113.553406,34.810478,113.553406,34.810478,雪松路128号悦都汇大厦5号楼1层附6(5-1006)商铺,19137114393,4.4,18,科学大道,8：00——22：00
中原区,鱼库秘制烤鱼(朗悦公园里店),113.549247,34.810929,113.549247,34.810929,石楠路国槐街西100米路北,15155816706,4.4,72,科学大道,8：00——22：00
中原区,云阿喜生烫牛肉米线,113.602193,34.792809,113.602193,34.792809,郑州市高新区电厂路70号华强广场1号楼1层附61号,15238020019,4.5,16,暂无,8：00——22：00
中原区,巷上走生烫牛肉米线(朗悦公园里店),113.554189,34.810359,113.554189,34.810359,雪松路128号6号楼1层附35(6-1035),暂无,4.4,17,科学大道,8：00——22：00
中原区,玖喜茶坊,113.599921,34.741002,113.599921,34.741002,华山路阳光商务C座六楼,17836958128;18237198166,4.5,暂无,暂无,8：00——22：00
中原区,米恋家小炒肉(高新区紫楠路店),113.501062,34.81276,113.501062,34.81276,中原区高新区紫楠路35号,18638030369,4.4,24,暂无,8：00——22：00
中原区,胖大力肉蟹煲(朗悦新悦荟店),113.540838,34.831479,113.540838,34.831479,新悦荟四楼(河南工业大学地铁站F口步行480米),18538513967,4.4,80,暂无,8：00——22：00
中原区,味永尚地锅鸡(升龙天汇),113.626237,34.772703,113.626237,34.772703,嵩山北路112号升龙天汇广场,19013925098,4.4,46,暂无,8：00——22：00
中原区,林嫂虹兴武陟砂锅,113.591789,34.728707,113.591789,34.728707,淮河路65号4-5,15238315997,4.4,25,暂无,8：00——22：00
中原区,面相爷河南捞面,113.601045,34.794601,113.601045,34.794601,漳河路路北侧国家大学科技园东区17栋,17549208666;18595692786,4.4,17,暂无,8：00——22：00
中原区,二雷鲜炒小公鸡,113.609258,34.751969,113.609258,34.751969,前进路岗坡路向南40米,15238302987;15639040320,4.4,48,建设路,8：00——22：00
中原区,六厂瓦罐(国棉一厂家属院店),113.607254,34.758965,113.607254,34.758965,国棉一厂西三街10号楼1单元楼附16号,13137738252,4.4,20,建设路,8：00——22：00
中原区,享搓-扬州非遗搓背馆,113.567899,34.798299,113.567899,34.798299,光华大酒店东南门旁,18937656103,4.4,205,瑞达路沿线,8：00——22：00
中原区,王旭手工凉皮店,113.594126,34.745437,113.594126,34.745437,白鸽树脂模具有限公司北门西460米,15838068778,4.4,13,暂无,8：00——22：00
中原区,郭记小笼包老店,113.616328,34.758111,113.616328,34.758111,三棉中心花园,13938481207,4.4,29,建设路,8：00——22：00
中原区,黄东家大盆骨甲鱼炒鸡,113.579527,34.748117,113.579527,34.748117,中原西路与西三环往西300米路北,17737498666,4.5,44,暂无,8：00——22：00
中原区,云南一品过桥米线,113.60288,34.796549,113.60288,34.796549,高新区大学科技学院王屋路与泾河路向北30米,13383822629,4.4,15,暂无,8：00——22：00
中原区,新乡糊涂面馆(湖光新苑店),113.577458,34.74884,113.577458,34.74884,中原西路湖光新苑门面房,18903710399,4.4,28,暂无,8：00——22：00
中原区,金运老料热干面(卧龙花园店),113.602466,34.732725,113.602466,34.732725,汝河路116-13号,15039090287,4.4,7,暂无,8：00——22：00
中原区,遇见鸡公虾(兰寨新城店),113.545011,34.788188,113.545011,34.788188,药厂街105-60,17737317866,4.1,36,暂无,8：00——22：00
中原区,上海浓汤红烧牛肉拉面(岗坡路),113.609276,34.752396,113.609276,34.752396,岗坡路15-家属院1号楼附近,15993695195,4.4,31,建设路,8：00——22：00
中原区,万和茶社,113.602688,34.799156,113.602688,34.799156,王屋路电厂南路交叉口向北80米路西二楼万和茶社,13203721010,4.3,暂无,暂无,8：00——22：00
中原区,渝作川渝冒肚(探十里店),113.614605,34.735443,113.614605,34.735443,陇海西路338号探十里升龙金中环财富中心店F4层,暂无,4.3,71,暂无,8：00——22：00
中原区,良厨巷子重庆老火锅(华瑞紫韵城福园店),113.538625,34.766513,113.538625,34.766513,华瑞紫韵城福园(铁炉地铁站C口步行420米),19900936386,4.3,45,暂无,8：00——22：00
中原区,小粤光.小小粥底打边炉,113.599328,34.744132,113.599328,34.744132,华山路121号磨街12号楼1层,暂无,4.3,67,暂无,8：00——22：00
中原区,源泉热干面老店,113.620636,34.739789,113.620636,34.739789,颍河南里与工人路交叉口西北20米,暂无,4.3,13,暂无,8：00——22：00
中原区,熊猫喜来炒饭长椿路玉兰街店,113.542287,34.805229,113.542287,34.805229,中原区高新区长椿路玉兰街,暂无,4.3,20,科学大道,8：00——22：00
中原区,白大胖烧烤(中原万达),113.594209,34.745393,113.594209,34.745393,中原中路156号保利心语1期9号楼1层115号,15838116815,4.3,67,暂无,8：00——22：00
中原区,路亚寻翘人(郑州东风西路店),113.604695,34.790173,113.604695,34.790173,电厂路东风西路东南角二楼寻翘人,15617510756,4.3,暂无,暂无,8：00——22：00
中原区,秘制地锅炖(啟福尚都B区店),113.563948,34.753129,113.563948,34.753129,凯旋路文思街西10米路北,13592575595,4.3,49,暂无,8：00——22：00
中原区,天下饼王(锦艺国际华都·美域店),113.611458,34.764685,113.611458,34.764685,锦艺国际华都·美域东门东北110米,13838293342;15903993458,4.3,8,棉纺路,8：00——22：00
中原区,喻家食汇火锅烧烤食材生活馆(正大花溪店),113.582288,34.755179,113.582288,34.755179,柿园路正大花溪3号楼104,18637182266,4.3,暂无,暂无,8：00——22：00
中原区,银婷家猪蹄,113.594541,34.730417,113.594541,34.730417,启福中原2期东门东南60米,13223099015,4.3,21,淮河路,8：00——22：00
中原区,华轩园蛋糕(红河瀛园北区店),113.606911,34.789962,113.606911,34.789962,太白路与东风西路交叉口西南60米,13526705435;18339228075,4.3,36,暂无,8：00——22：00
二七区,玛利亚烧烤·大盘鸡(苗圃小区店),113.664631,34.733428,113.664631,34.733428,铁道·苗圃家园西南2门旁,15290880661,4.3,暂无,暂无,8：00——22：00
二七区,百年老恒昌,113.62188,34.721001,113.62188,34.721001,侯寨乡航海路与工人路交叉口金水河源头(公路管理局西隔壁),0371-68995889,4.1,暂无,航海中路/航海西路,8：00——22：00
二七区,比多木大阪烧(二七万达店),113.641502,34.717864,113.641502,34.717864,市第二人民医院地铁站G口步行450米,15038001508;18738142155,4.7,54,长江路,8：00——22：00
二七区,瓦罐香炒鸡(升龙城2号院店),113.632563,34.726657,113.632563,34.726657,升龙城2号院东门旁,15838284318,4.2,44,淮河路,8：00——22：00
二七区,梨园生态农庄,113.529375,34.642515,113.529375,34.642515,郑密路与宏兴路交叉口向西1公里,17319791299,4.1,暂无,暂无,8：00——22：00
二七区,鹰城鑫地饭店,113.643266,34.724017,113.643266,34.724017,大学中路120号,0371-69385777;0371-69385888;0371-69385555,4.8,暂无,航海中路/航海西路,8：00——22：00
二七区,中都饭店,113.651204,34.719976,113.651204,34.719976,航海中路99号,0371-68781188;0371-68781278;0371-68781380,4.6,暂无,二七万达,8：00——22：00
二七区,河南郑州吉祥地生态农庄,113.526058,34.696887,113.526058,34.696887,乾明路北50米,13007523333,4.4,暂无,暂无,8：00——22：00
二七区,烧鸡公牛肉面馆(华中路店),113.660025,34.71716,113.660025,34.71716,广兴洁云花园东150米14-10,13526780806,4.5,17,京广路,8：00——22：00
二七区,豫锦香南湾鱼(锦绣家园店),113.618238,34.691884,113.618238,34.691884,郑密路杏贾路向东50米,0371-55297777,4.3,80,暂无,8：00——22：00
二七区,香港洪记烧鸭叉烧饭店,113.636143,34.72141,113.636143,34.72141,淮南街22号院(亚新美好家园东门南行300米),13922270099;15824905347,4.5,20,航海中路/航海西路,8：00——22：00
二七区,巩其昌烧烤(铁道·阳光佳苑店),113.658197,34.726237,113.658197,34.726237,京广中路12号豪邦花园对面,13253662334,4.7,49,京广路,8：00——22：00
二七区,渔翁乐烤全鱼(马寨店),113.530663,34.711061,113.530663,34.711061,东方路与科技东路交叉口西北20米,0371-53398805,4.3,55,暂无,8：00——22：00
二七区,水妮烤鱼老店,113.577882,34.635429,113.577882,34.635429,候寨派出所第二警务区(下李河桥东南),13653839290,4.4,60,暂无,8：00——22：00
二七区,羊蝎子老店,113.67102,34.692905,113.67102,34.692905,京广路街道连云路佛岗新居40号楼1号商铺,15824855838,4.6,36,暂无,8：00——22：00
二七区,和胜记炖羊肉,113.65354,34.731568,113.65354,34.731568,保全街175号(火车头体育场地铁站D口步行460米),13683833433,4.5,66,建中街,8：00——22：00
二七区,郑州珍姐猪肚包鸡总店,113.651903,34.724699,113.651903,34.724699,庆丰街政通路交叉口口向西30米路南,15838108118,4.4,74,京广路,8：00——22：00
二七区,没名炸串(中原东路101号院店),113.631298,34.747878,113.631298,34.747878,中原东路101号院地铁1号线绿城广场站D口旁,18737192172,4.3,32,暂无,8：00——22：00
二七区,来总家猫主题咖啡馆(二环支路店),113.63817,34.762985,113.63817,34.762985,瑞光创意工厂二号院,18624937081,4.3,37,暂无,8：00——22：00
二七区,信阳精品菜(德润·海悦华府店),113.64871,34.699875,113.64871,34.699875,南三环行云路交叉口向北五十,0371-55620000;13253620666,4.5,60,二七万达,8：00——22：00
二七区,老院饭店,113.580855,34.629629,113.580855,34.629629,侯寨乡郭家嘴村西,13071038787,4.3,46,暂无,8：00——22：00
二七区,老北京炙子烤肉(郑密路店),113.624892,34.721402,113.624892,34.721402,阳光怡景花园东门旁(齐礼阎地铁站C口步行380米),18539288046,4.4,84,航海中路/航海西路,8：00——22：00
二七区,雷家人农家地锅柴鸡(行云路店),113.650295,34.708125,113.650295,34.708125,长江路行云路交叉口南200米路西,15837151735,4.5,43,长江路,8：00——22：00
二七区,信阳菜馆(汉江路店),113.641518,34.71547,113.641518,34.71547,汉江路8-116,18530997234,4.3,82,航海中路/航海西路,8：00——22：00
二七区,千家喜灌汤包(建新西街62号院店),113.648183,34.757488,113.648183,34.757488,五里堡街道建新西街62号院,15803896177;15838140629,4.3,30,金水路,8：00——22：00
二七区,冯记天府麻辣串(桃园南街店),113.636202,34.739106,113.636202,34.739106,桃源南街4号院1号楼1号,13676918322,4.5,22,暂无,8：00——22：00
二七区,luckin coffee 瑞幸咖啡(中铁·泰和里店),113.658175,34.738375,113.658175,34.738375,陇海中路13号中铁泰和里1层102号,暂无,4.5,17,京广路,8：00——22：00
二七区,好味道老砂锅(二七万达店),113.641115,34.718077,113.641115,34.718077,人和路69-113,暂无,4.4,17,航海中路/航海西路,8：00——22：00
二七区,蓝塔(鑫苑鑫都汇店),113.651082,34.735852,113.651082,34.735852,陇海中路100号,0371-55055199,4.5,暂无,京广路,8：00——22：00
二七区,童记米皮,113.652517,34.731079,113.652517,34.731079,庆丰街保全街交叉口向南20米路东,13255965310,4.5,10,京广路,8：00——22：00
二七区,方勇烧烤,113.670561,34.717392,113.670561,34.717392,京广路街道二七区祥云路7号院4号楼1-2号附15号,13838563943,4.4,63,京广路,8：00——22：00
二七区,融柳大铁牛螺蛳粉(佛岗新居店),113.672631,34.694123,113.672631,34.694123,连云路佛岗新居小区西门99-24,17796507881,4.4,15,暂无,8：00——22：00
二七区,幸运咖(晨曦小区北区店),113.665357,34.713266,113.665357,34.713266,碧云路与春晖路交叉口东北20米,15188381363,4.4,9,京广路,8：00——22：00
二七区,川奇麻辣香锅(二七万达金街形象店),113.641675,34.717713,113.641675,34.717713,长江路街道二七万达广场3号楼113号,暂无,4.4,23,航海中路/航海西路,8：00——22：00
二七区,鱼你在一起(亚星时代广场店),113.626933,34.709388,113.626933,34.709388,嵩山路街道长江路与嵩山路交叉口亚星盛世星尚中心一层009号,18803718178,4.5,33,长江路,8：00——22：00
二七区,书亦烧仙草(郑州世贸购物中心店),113.665987,34.741626,113.665987,34.741626,西三马路与钱塘路交叉口西南60米,15690877169,4.4,12,暂无,8：00——22：00
二七区,临榆炸鸡腿(黄科大西门店),113.670277,34.690841,113.670277,34.690841,京广路街道连云路128号12号楼111-1号,19339980413;4006586528,4.4,12,暂无,8：00——22：00
二七区,青之手酿·冷萃酸奶(二七万达店),113.641255,34.718597,113.641255,34.718597,二七万达1号院东北侧人和路63号,15837106657,4.5,20,长江路,8：00——22：00
二七区,九多肉多(兴华南街28号小区店),113.632728,34.73046,113.632728,34.73046,淮河路街道兴华南街28号兴华南街28号小区,4008050958,4.4,17,淮河路,8：00——22：00
二七区,芝根芝底新圃西街店,113.66006,34.724411,113.66006,34.724411,新圃西街7-5号,18270263752;18937158675,4.4,22,京广路,8：00——22：00
二七区,蜜雪冰城(锦绣山河玉畅园店),113.622833,34.682629,113.622833,34.682629,嵩山路街道庆泰路56号锦绣山河玉畅园,13223081909;18203675008,4.5,10,暂无,8：00——22：00
二七区,十悦棠黄焖鸡米饭(龙跃花园店),113.647308,34.72468,113.647308,34.72468,政通路龙跃花园49-32,15333717586;17838319786,4.4,17,航海中路/航海西路,8：00——22：00
二七区,关虎屯老味米线(春晖小学店),113.665665,34.714434,113.665665,34.714434,冯庄路12-14号(碧云路交叉口向东50米)长江医院南楼,13716166959;15537100630,4.4,14,京广路,8：00——22：00
二七区,赵先生古法热干面(铭功路店),113.660107,34.753748,113.660107,34.753748,铭功路307-5号(人民公园地铁站B口步行430米),15516169064;15639259064,4.4,21,铭功路,8：00——22：00
二七区,隆江猪脚饭广东肠粉,113.632308,34.721334,113.632308,34.721334,升龙城8号楼111号铺,13323828275,4.4,26,航海中路/航海西路,8：00——22：00
二七区,姥家大锅台(佛岗店),113.670988,34.693385,113.670988,34.693385,连云路佛岗新居41-7号门,0371-88817999;16650112299,4.4,64,暂无,8：00——22：00
二七区,明星御谷老碗面,113.642429,34.73874,113.642429,34.73874,勤劳街31-81(市骨科医院地铁站C口步行310米),15238367071,4.4,15,暂无,8：00——22：00
二七区,麦多馅饼(交通路店),113.646956,34.735265,113.646956,34.735265,交通路142号(市骨科医院地铁站A口步行450米),13849078029,4.4,32,建中街,8：00——22：00
二七区,农家地锅柴鸡(豫景园店),113.616587,34.706464,113.616587,34.706464,豫景园北1门旁,暂无,4.3,39,二七万达,8：00——22：00
二七区,老铜锅涮羊肉(隆福国际店),113.652639,34.739734,113.652639,34.739734,幸福路隆福国际1号楼1层,15738878131;19503873767,4.1,61,京广路,8：00——22：00
